Gene	Cluster
SCG2	In6a
RASGRF2	In6a
SRGAP1	In6a
AC010127.3	In6a
COL11A1	In6a
GRIP1	In6a
RBMS3	In6a
CNTNAP5	In6a
GRIA4	In6a
RYR1	In6a
RASSF8	In6a
FGF12	In6a
PTCHD4	In6a
ATP1B1	In6a
SOX6	In6a
PLD5	In6a
TIAM1	In6a
TENM2	In6a
ZNF804B	In6a
MEG3	In6a
SLIT2	In6a
HCN1	In6a
GABRD	In6a
EDIL3	In6a
LINC00693	In6a
ANO4	In6a
CPLX1	In6a
ADGRB3	In6a
SYT1	In6a
DAB1	In6a
NHS	In6a
FMN1	In6a
GALNTL6	In6a
CADPS	In6a
NBEA	In6a
DOK5	In6a
SLC4A10	In6a
SLC24A3	In6a
PARM1	In6a
PPM1E	In6a
NRG3	In6a
AC074363.1	In6a
ASTN2	In6a
HS6ST3	In6a
OSBPL6	In6a
RP11-444D3.1	In6a
KCNQ5	In6a
SNRPN	In6a
NCALD	In6a
CSMD3	In6a
DLGAP2	In6a
PCLO	In6a
SHANK2	In6a
OSBPL3	In6a
MTUS1	In6a
BTBD11	In6a
NYAP2	In6a
UNC5C	In6a
SPOCK3	In6a
KCNC1	In6a
NEAT1	In6a
KLHL5	In6a
IQCJ-SCHIP1	In6a
MAST4	In6a
HMP19	In6a
ATP1A3	In6a
PTPN13	In6a
GRM5	In6a
CDH12	In6a
GNAL	In6a
C8orf34	In6a
ADRBK2	In6a
KCNJ6	In6a
SYT14	In6a
SPOCK1	In6a
TMEM132B	In6a
CNTN4	In6a
PLXNA4	In6a
MGAT4C	In6a
FUT9	In6a
CSMD2	In6a
KCNMB4	In6a
GRIN2B	In6a
CTTNBP2	In6a
GABRA1	In6a
SPOCK2	In6a
SNTG1	In6a
RP5-921G16.1	In6a
SCN1A	In6a
ADCY1	In6a
KIAA1456	In6a
SLC2A13	In6a
SUPT3H	In6a
RNF175	In6a
ATRNL1	In6a
GAD1	In6a
UNC5D	In6a
LRRC8B	In6a
PKNOX2	In6a
ELMOD1	In6a
DGKB	In6a
ZEB2	In6a
SUSD4	In6a
NDRG4	In6a
SIPA1L1	In6a
AUTS2	In6a
SEZ6L	In6a
SV2A	In6a
CDR2	In6a
KIAA1107	In6a
LUZP2	In6a
OIP5-AS1	In6a
KCNH1	In6a
SLC35F1	In6a
RIMBP2	In6a
LANCL1	In6a
CAMTA1	In6a
GOT1	In6a
SLC38A1	In6a
GABRB2	In6a
NSF	In6a
PAM	In6a
SETBP1	In6a
GPR155	In6a
PRICKLE2	In6a
SPAG16	In6a
KIFAP3	In6a
ABLIM2	In6a
PTPRN2	In6a
SCAMP5	In6a
GRID1	In6a
SYP	In6a
BLCAP	In6a
NF1	In6a
CCDC91	In6a
RAB3C	In6a
CACNG2	In6a
EPHA5	In6a
FAM168A	In6a
MEG8	In6a
PNMA2	In6a
PLEKHA1	In6a
USP22	In6a
MAP2	In6a
SPTAN1	In6a
APLP2	In6a
ANKRD26	In6a
GAPDH	In6a
TPST1	In6a
GABBR1	In6a
SLC25A12	In6a
ANKS1A	In6a
AFF3	In6a
EPB41L3	In6a
DENND5B	In6a
USP11	In6a
TENM3	In6a
KHDRBS3	In6a
KIF1A	In6a
GRIA3	In6a
LINC00657	In6a
SCN8A	In6a
ALDOA	In6a
SHISA9	In6a
ATP1A1	In6a
CIT	In6a
ERBB4	In6b
DPP10	In6b
BTBD11	In6b
NXPH1	In6b
GAD1	In6b
KCNC2	In6b
ZNF804A	In6b
TAC1	In6b
SLIT2	In6b
KCNAB1	In6b
TMEM132C	In6b
RP11-123O10.4	In6b
KIAA1217	In6b
PTPRM	In6b
GAD2	In6b
CNTNAP2	In6b
SOX6	In6b
ZNF385D	In6b
FGF12	In6b
DLGAP1	In6b
ADAMTS17	In6b
SDK1	In6b
SPARCL1	In6b
MYO16	In6b
PVALB	In6b
SLC9A9	In6b
VWC2	In6b
GRIP1	In6b
TENM3	In6b
SPOCK3	In6b
SLC6A1	In6b
SNHG14	In6b
ANK1	In6b
SNRPN	In6b
CNTN5	In6b
KLHL5	In6b
KAZN	In6b
AC010127.3	In6b
RBMS3	In6b
RP11-444D3.1	In6b
TENM1	In6b
ZMAT4	In6b
NHS	In6b
CPLX1	In6b
EPHA6	In6b
ELAVL2	In6b
CADPS	In6b
RPS6KA2	In6b
ZNF536	In6b
KLF12	In6b
RASGRF2	In6b
TENM2	In6b
LRRTM4	In6b
PAM	In6b
SERPINI1	In6b
MEF2C	In6b
KIF26B	In6b
ATRNL1	In6b
IL1RAPL1	In6b
ADAMTS9-AS2	In6b
CEMIP	In6b
ALK	In6b
GRIK3	In6b
DGKD	In6b
LRP8	In6b
PPARGC1A	In6b
SLC44A5	In6b
KCNC1	In6b
GABRG3	In6b
XKR4	In6b
PTCHD4	In6b
PLCXD3	In6b
SAT1	In6b
FAM19A2	In6b
ASTN2	In6b
ANO4	In6b
GNAL	In6b
PLXNA4	In6b
HCN1	In6b
OXR1	In6b
NEAT1	In6b
PRKG1	In6b
LRRFIP1	In6b
SGCZ	In6b
LANCL1	In6b
TMEM108	In6b
ATP1B1	In6b
DNER	In6b
ENOX1	In6b
PPIP5K2	In6b
TRPC5	In6b
ADCY8	In6b
SLC4A10	In6b
RP11-766N7.3	In6b
RBFOX1	In6b
TIMP2	In6b
ADRBK2	In6b
HS6ST3	In6b
SHISA9	In6b
ABAT	In6b
GRM5	In6b
ROBO2	In6b
RP5-921G16.1	In6b
LRRC4C	In6b
GABRB2	In6b
OSBPL3	In6b
NRG3	In6b
SYN2	In6b
GRM8	In6b
CORO6	In6b
SUPT3H	In6b
SV2A	In6b
FAR2	In6b
MAGI1	In6b
ARHGAP20	In6b
KHDRBS2	In6b
GOT1	In6b
U91319.1	In6b
RAB3C	In6b
UPP1	In6b
GRIN2B	In6b
EFR3B	In6b
SNTG1	In6b
FMN1	In6b
SH3RF3	In6b
FGF13	In6b
SLC35F1	In6b
ADCY1	In6b
FRAS1	In6b
SRRM4	In6b
CLIP4	In6b
MDGA2	In6b
SCN1A	In6b
LUZP2	In6b
SPAG16	In6b
PTPRN2	In6b
CNTNAP5	In6b
ANKS1A	In6b
ERC2	In6b
FHOD3	In6b
NDST3	In6b
ARNT2	In6b
NDRG4	In6b
GABRA1	In6b
NCOA2	In6b
TTBK2	In6b
ESRRG	In6b
CACNB4	In6b
SETBP1	In6b
ARL4C	In6b
PRKCE	In6b
LPCAT4	In6b
CLEC16A	In6b
PTPRS	In6b
MAN1A2	In6b
UNC5D	In6b
SLC38A1	In6b
CCDC136	In6b
CAMTA1	In6b
MAP2	In6b
MAP1A	In6b
ITSN1	In6b
OSBPL6	In6b
NTRK2	In6b
UBA6-AS1	In6b
MMP16	In6b
LUZP1	In6b
FAM135B	In6b
TMEM132B	In6b
ATP1A3	In6b
RASA1	In6b
GNAS	In6b
ST8SIA1	In6b
PTPRE	In6b
ATP5B	In6b
NCALD	In6b
RASAL2	In6b
BEND6	In6b
SCAMP5	In6b
FAM189A1	In6b
MDH1	In6b
SLC6A17	In6b
MAST4	In6b
TRIO	In6b
GAPDH	In6b
BACH2	In6b
AEBP2	In6b
NMNAT2	In6b
DAAM1	In6b
OIP5-AS1	In6b
EVL	In6b
RNF157	In6b
GPC6	In6b
AAK1	In6b
MAP7D2	In6b
OSBPL8	In6b
SLC4A8	In6b
NDUFA4	In6b
RAPGEF4	In6b
NSF	In6b
SRRM3	In6b
DYNLL2	In6b
DNM1	In6b
PPM1E	In6b
STXBP5-AS1	In6b
SPIN1	In6b
MGEA5	In6b
KCNT1	In6b
SHANK2	In6b
TSC22D1	In6b
SULT4A1	In6b
PRICKLE2	In6b
TTN-AS1	In6b
MAP9	In6b
PNMA2	In6b
LRRC8B	In6b
CDH9	In6b
COX4I1	In6b
SLC22A17	In6b
ATP6V1B2	In6b
MEG8	In6b
ST6GALNAC5	In6b
CALM3	In6b
SCN8A	In6b
DLGAP2	In6b
SLC25A12	In6b
MARK1	In6b
INPP5F	In6b
BLCAP	In6b
PACRG	In6b
TMEM130	In6b
GRIK1	In7
SGCZ	In7
ROBO2	In7
SST	In7
CDH12	In7
NPY	In7
NCAM2	In7
CALB1	In7
CBLN4	In7
NXPH1	In7
PENK	In7
DAB1	In7
GRID2	In7
KIRREL3	In7
ZNF385D	In7
KIAA1217	In7
TENM3	In7
RP11-123O10.4	In7
PTPRM	In7
XKR4	In7
SOX6	In7
GAD1	In7
COL25A1	In7
SLC24A3	In7
SYNPR	In7
SPOCK3	In7
VWC2	In7
KCNIP1	In7
KIF26B	In7
SNHG14	In7
GRIK3	In7
NETO2	In7
TOX2	In7
NRXN3	In7
ANKRD55	In7
DLGAP1	In7
LRP8	In7
FSTL5	In7
COL19A1	In7
PTPRT	In7
CADPS	In7
KLF3-AS1	In7
GRIP1	In7
BACH1	In7
THSD7A	In7
RASGRF2	In7
CDH9	In7
TENM2	In7
TMTC1	In7
EPHA6	In7
ELAVL2	In7
PCLO	In7
CACNG8	In7
TMEFF2	In7
PCDH15	In7
KCNAB1	In7
SNRPN	In7
TIMP2	In7
RBFOX1	In7
SNED1	In7
PIP5K1B	In7
SCG2	In7
MYRIP	In7
MAN1A1	In7
TIAM1	In7
KIAA1211	In7
ROBO1	In7
SLC6A1	In7
ALK	In7
MAP3K5	In7
LARGE	In7
OXR1	In7
CDH8	In7
PDZRN4	In7
AHI1	In7
PDE4B	In7
KAZN	In7
ANO4	In7
GRIA3	In7
CNTN6	In7
RBMS3	In7
PTPRN2	In7
KIAA1324	In7
LRRFIP1	In7
ADAMTS19	In7
BCL11A	In7
SOX2-OT	In7
ADAMTS9-AS2	In7
C8orf34	In7
ADCY2	In7
MARCH4	In7
RP11-444D3.1	In7
MPPED1	In7
KCNC1	In7
LRRC7	In7
HCN1	In7
PTCHD4	In7
PCDH7	In7
CHRM3	In7
DGKG	In7
LINC01122	In7
HS3ST5	In7
NTRK2	In7
SPARCL1	In7
AUTS2	In7
PACRG	In7
KCTD16	In7
CIT	In7
AAK1	In7
LRFN5	In7
FAM135B	In7
RPH3A	In7
MEF2C	In7
TCF4	In7
ZNF385B	In7
KCNT1	In7
ETV6	In7
TMSB4X	In7
SH3PXD2A	In7
GPC6	In7
GRM7	In7
GRIN2A	In7
SLC8A1	In7
SETBP1	In7
LINGO2	In7
ARHGEF3	In7
CACNA1A	In7
RUNX1T1	In7
KLF12	In7
RPS6KA2	In7
MIR181A1HG	In7
SORBS2	In7
RIMS2	In7
MAP2	In7
KCNMA1	In7
RALGAPA2	In7
TSPYL2	In7
GRIA1	In7
CYP46A1	In7
SMARCA2	In7
SCG5	In7
MPDZ	In7
EPHB6	In7
RAPGEF4	In7
PPM1E	In7
MAST4	In7
TMEM108	In7
GRM5	In7
TAOK3	In7
KCNQ3	In7
ATP1B1	In7
NEGR1	In7
CCDC136	In7
FARP1	In7
DMD	In7
FNDC3A	In7
GARNL3	In7
SLC25A12	In7
CUX2	In7
SV2A	In7
CAMK2N1	In7
HECTD2	In7
OSBPL3	In7
ZNF804A	In7
ANKRD26	In7
MAP7D2	In7
CLVS1	In7
INPP4A	In7
ANKRD30BL	In7
NCOA2	In7
PTPRG	In7
AC074363.1	In7
SLC22A17	In7
PRNP	In7
RCAN2	In7
PRKCE	In7
PDE7B	In7
GIT2	In7
PDE8B	In7
GLG1	In7
UBA6-AS1	In7
CACNA1C	In7
RNF157	In7
LRRTM3	In7
PTPRJ	In7
CORO6	In7
KCNH1	In7
ABAT	In7
PAM	In7
PCDH11X	In7
ITSN1	In7
SYN2	In7
ITFG1	In7
DANT2	In7
GPR155	In7
C16orf45	In7
PTPRO	In7
EVL	In7
ANKRD36C	In7
KIF1A	In7
NGFRAP1	In7
PHF20L1	In7
RASAL2	In7
GFOD1	In7
TENM4	In7
CACNG3	In7
ATG7	In7
SCAMP5	In7
FAM19A5	In7
RAB3C	In7
EML6	In7
LIN7A	In7
NR2F1-AS1	In7
NDUFA4	In7
SLC44A5	In7
CACNG2	In7
TSPAN7	In7
USP11	In7
CHD5	In7
SULT4A1	In7
PNMA2	In7
KIF21A	In7
CSRNP3	In7
ODF2L	In7
PJA2	In7
CALM3	In7
NPTN	In7
MAGED1	In7
FAM189A1	In7
DLGAP2	In7
MIAT	In7
CAP2	In7
GRIK1	In8
SST	In8
ROBO2	In8
SYNPR	In8
NXPH1	In8
KIAA1217	In8
RP11-123O10.4	In8
ROBO1	In8
SPOCK3	In8
CNTNAP2	In8
PCDH15	In8
XKR4	In8
MAFB	In8
GRIN3A	In8
CDH13	In8
GRIK3	In8
SOX6	In8
SHISA6	In8
NRXN3	In8
GAD1	In8
COL25A1	In8
TENM3	In8
KIF26B	In8
GRIP1	In8
GRIK2	In8
MAF	In8
PCDH11X	In8
MGAT4C	In8
ELAVL2	In8
RAB3B	In8
SPARCL1	In8
PLCH1	In8
DLGAP1	In8
CDH9	In8
ST6GALNAC5	In8
PTPRM	In8
ASTN2	In8
STXBP6	In8
SNHG14	In8
LRP8	In8
RBFOX1	In8
RBMS3	In8
ADCY2	In8
DAB1	In8
EPHB6	In8
TIMP2	In8
RASGRF2	In8
NETO2	In8
TENM2	In8
SLC24A3	In8
WLS	In8
SNRPN	In8
KCNIP1	In8
OXR1	In8
TRHDE	In8
GRIA3	In8
NPAS3	In8
NRIP3	In8
KLHL5	In8
PCDH11Y	In8
RAB3C	In8
GAD2	In8
CACNA2D3	In8
SATB1-AS1	In8
CADPS	In8
PITPNC1	In8
BCL11A	In8
KCNC2	In8
GNAS	In8
NETO1	In8
GRIA1	In8
TMSB4X	In8
FRMD4A	In8
TIAM1	In8
RUNX1T1	In8
SLC6A1	In8
RPS6KA2	In8
TENM1	In8
MPPED1	In8
CDH8	In8
SYT1	In8
TMTC1	In8
PCLO	In8
DMD	In8
GRIN2B	In8
DAPK1	In8
LIMCH1	In8
AAK1	In8
CTNNA2	In8
LINC01322	In8
PDE1C	In8
SLC44A5	In8
PAM	In8
PHF20L1	In8
NTRK2	In8
L3MBTL4	In8
PIP5K1B	In8
TCF4	In8
RIMS2	In8
PNMA2	In8
CHRM3	In8
TLN2	In8
GPC6	In8
ABAT	In8
CCDC136	In8
ARL4C	In8
AC005592.2	In8
PTPRN2	In8
PPM1K	In8
OSBPL8	In8
MYT1L	In8
CNTN4	In8
FARP1	In8
ATP1B1	In8
MYRIP	In8
NAV2	In8
CHD5	In8
CELF4	In8
SLC8A1	In8
TSPAN7	In8
TMEFF2	In8
ENOX1	In8
EPHA6	In8
LRRFIP1	In8
AUTS2	In8
UCHL1	In8
DPP6	In8
FAM135B	In8
MAGI1	In8
SMARCA2	In8
CDH12	In8
RPH3A	In8
HSP90AB1	In8
ANKRD36C	In8
TUBB2A	In8
IDS	In8
PDE8B	In8
TMEM178B	In8
RYR2	In8
TSPYL2	In8
VSNL1	In8
DNM1	In8
NGFRAP1	In8
THRB	In8
GRIN1	In8
CCSER1	In8
KCTD16	In8
SCAMP5	In8
PTPRO	In8
ANKRD36	In8
ITFG1	In8
SV2A	In8
MTUS2	In8
PTPRG	In8
NCALD	In8
ADGRL2	In8
CACNG3	In8
KCNB2	In8
LINC01122	In8
SARAF	In8
THSD7A	In8
DAAM1	In8
NCOA2	In8
ANKRD26	In8
BEX1	In8
TMEM130	In8
PRNP	In8
AHI1	In8
LRRC8B	In8
CACNG8	In8
GRM5	In8
RCAN2	In8
SPATS2L	In8
SERINC1	In8
HCN1	In8
SCG5	In8
EVL	In8
ARNT2	In8
PDS5B	In8
OIP5-AS1	In8
KIF21A	In8
SETBP1	In8
SLC25A12	In8
APLP2	In8
ANKRD12	In8
NDRG4	In8
ABR	In8
FAIM2	In8
NDFIP1	In8
RUNDC3B	In8
MPDZ	In8
GARNL3	In8
DDX24	In8
GALNTL6	In8
WSB1	In8
TMEM59L	In8
CALM3	In8
A2M	Endo
ABCB1	Endo
ABCG2	Endo
ADGRF5	Endo
ADIRF	Endo
ARHGAP29	Endo
ARL15	Endo
ATP10A	Endo
B2M	Endo
CALD1	Endo
CAVIN1	Endo
CAVIN2	Endo
CLDN5	Endo
COBLL1	Endo
DCN	Endo
DLC1	Endo
DOCK9	Endo
DUSP1	Endo
EBF1	Endo
EEF1A1	Endo
EPAS1	Endo
ESAM	Endo
ESYT2	Endo
FLT1	Endo
GALNT18	Endo
GNG11	Endo
GPCPD1	Endo
HERC2P3	Endo
HIGD1B	Endo
HLA-B	Endo
HLA-E	Endo
HSP90AA1	Endo
ID1	Endo
ID3	Endo
IFI27	Endo
IFITM3	Endo
IGF1R	Endo
IGFBP7	Endo
ITIH5	Endo
ITM2A	Endo
KLF2	Endo
LEF1	Endo
LHFP	Endo
MECOM	Endo
MYL9	Endo
MYRIP	Endo
NDUFA4L2	Endo
NEAT1	Endo
NFIA	Endo
NOTCH3	Endo
NR3C2	Endo
PCCA	Endo
PLCB4	Endo
PODXL	Endo
PPFIBP1	Endo
PTPRB	Endo
PTPRG	Endo
PTPRK	Endo
PTPRM	Endo
RBMS3	Endo
RGS5	Endo
RPL3P4	Endo
RPL41	Endo
RPS28P7	Endo
RPS6	Endo
RUNDC3B	Endo
SLC2A1	Endo
SLC38A5	Endo
SLC39A10	Endo
SLC7A5	Endo
SLC9A3R2	Endo
SPARCL1	Endo
SPTBN1	Endo
ST6GAL1	Endo
ST6GALNAC3	Endo
SYNE2	Endo
TACC1	Endo
TAGLN2	Endo
TGM2	Endo
TJP1	Endo
TMEM204	Endo
TMSB10	Endo
UTRN	Endo
ATP1A2	Per
DLC1	Per
ITIH5	Per
SLC19A1	Per
SLC6A12	Per
LAMA2	Per
COLEC12	Per
RBMS3	Per
DCN	Per
HIGD1B	Per
NOTCH3	Per
EBF1	Per
IGFBP7	Per
EPAS1	Per
PDGFRB	Per
COBLL1	Per
SLC6A1	Per
CALD1	Per
EPS8	Per
UTRN	Per
SLC20A2	Per
NR2F2-AS1	Per
MYO1B	Per
GRM8	Per
SLC38A11	Per
TXNIP	Per
CYTH3	Per
PARD3	Per
B2M	Per
ZEB1	Per
LHFP	Per
PRKG1	Per
PTN	Per
RP11-649A16.1	Per
PDE7B	Per
ARHGAP29	Per
PDE8B	Per
UACA	Per
GPC5	Per
ADAMTS9-AS2	Per
RORA	Per
TJP1	Per
PTPRK	Per
GRM3	Per
PTEN	Per
PTPRG	Per
PPFIBP1	Per
TACC1	Per
ZBTB20	Per
SASH1	Per
NEAT1	Per
KIAA1109	Per
HSP90AA1	Per
PDZD2	Per
PTGDS	Per
TTC17	Per
NTRK3	Per
SLC1A3	Per
LPP	Per
DDX17	Per
APBB2	Per
INPP4B	Per
DLEU2	Per
NFIA	Per
ABLIM1	Astro
AC002429.2	Astro
AC008957.2	Astro
AC074363.1	Astro
ACOT11	Astro
ACSBG1	Astro
ACSS1	Astro
ADCY2	Astro
ADD3	Astro
ADGRV1	Astro
AHCYL2	Astro
APC	Astro
APOE	Astro
AQP4	Astro
ARHGAP24	Astro
ARHGAP5	Astro
ASPH	Astro
ATP1A2	Astro
BAZ2B	Astro
BMPR1B	Astro
C1orf61	Astro
CABLES1	Astro
CACNB2	Astro
CADM1	Astro
CAMK2G	Astro
CARMIL1	Astro
CDH20	Astro
CEP85L	Astro
CLU	Astro
COL5A3	Astro
CPE	Astro
CSGALNACT1	Astro
CST3	Astro
CTNNA2	Astro
CTNND2	Astro
DCLK2	Astro
DGKG	Astro
DOCK4	Astro
DPP10	Astro
DST	Astro
DTNA	Astro
EPHB1	Astro
ERBB4	Astro
ETNPPL	Astro
FAM184A	Astro
FBXL7	Astro
FGFR3	Astro
FHIT	Astro
FMN2	Astro
FNBP1	Astro
FUT9	Astro
FYN	Astro
GABRB1	Astro
GJA1	Astro
GLI3	Astro
GLIS3	Astro
GLUL	Astro
GNA14-AS1	Astro
GPC5	Astro
GPM6A	Astro
GPM6B	Astro
GRAMD3	Astro
GRM3	Astro
HIF3A	Astro
HPSE2	Astro
ITPR2	Astro
ITSN1	Astro
LGI4	Astro
LIFR	Astro
LINC00461	Astro
LINC00499	Astro
LRP1B	Astro
LRRC16A	Astro
LSAMP	Astro
MACF1	Astro
MAML2	Astro
MAP3K5	Astro
MAPK10	Astro
MAST4	Astro
MEIS2	Astro
MGAT4C	Astro
MGST1	Astro
MIR99AHG	Astro
MKLN1	Astro
MMD2	Astro
MSI2	Astro
MT3	Astro
MYO10	Astro
MYO6	Astro
NAV2	Astro
NCAN	Astro
NCKAP5	Astro
NDRG2	Astro
NEAT1	Astro
NEBL	Astro
NFIA	Astro
NFIB	Astro
NHSL1	Astro
NKAIN3	Astro
NPAS3	Astro
NRG3	Astro
NRXN1	Astro
NTM	Astro
NTRK2	Astro
OPHN1	Astro
PAMR1	Astro
PARD3	Astro
PARD3B	Astro
PCDH9	Astro
PDE7B	Astro
PHACTR3	Astro
PHLPP1	Astro
PITPNC1	Astro
PPP2R2B	Astro
PREX2	Astro
PRKCA	Astro
PRKD1	Astro
PRKG1	Astro
PRODH	Astro
PSD3	Astro
PTGDS	Astro
PTN	Astro
PTPRZ1	Astro
QKI	Astro
RANBP3L	Astro
RGS20	Astro
RNF219-AS1	Astro
RORA	Astro
RP11-384F7.2	Astro
RP11-436D23.1	Astro
RPS6KA2	Astro
RYR3	Astro
SASH1	Astro
SFXN5	Astro
SGCD	Astro
SHROOM3	Astro
SLC14A1	Astro
SLC1A2	Astro
SLC1A3	Astro
SLC25A18	Astro
SLC35F1	Astro
SLC4A4	Astro
SLCO1C1	Astro
SORBS1	Astro
SOX5	Astro
SOX6	Astro
SPARCL1	Astro
SRGAP3	Astro
TNIK	Astro
TPD52L1	Astro
TRPM3	Astro
TRPS1	Astro
WDR60	Astro
WWOX	Astro
ZBTB20	Astro
ZHX3	Astro
ZNF98	Astro
ZNRF3	Astro
ZSWIM6	Astro
ABCA2	Oligo
ABCA8	Oligo
AC012593.1	Oligo
AGAP1	Oligo
AK5	Oligo
ALCAM	Oligo
ANK3	Oligo
ANKIB1	Oligo
ANKRD12	Oligo
ANO4	Oligo
APBB2	Oligo
APLP1	Oligo
APP	Oligo
ARAP2	Oligo
ARHGAP21	Oligo
ASPA	Oligo
ATP8A1	Oligo
AUTS2	Oligo
BAZ2B	Oligo
BCAS1	Oligo
BOD1L1	Oligo
C10orf90	Oligo
CACNA2D1	Oligo
CARNS1	Oligo
CCDC88A	Oligo
CDC42BPA	Oligo
CDH20	Oligo
CDK18	Oligo
CERCAM	Oligo
CLDN11	Oligo
CLDND1	Oligo
CLMN	Oligo
CNDP1	Oligo
CNP	Oligo
CNTN2	Oligo
CNTNAP4	Oligo
COBL	Oligo
COL4A5	Oligo
CREB5	Oligo
CRYAB	Oligo
CTNNA3	Oligo
DDX17	Oligo
DIP2B	Oligo
DLC1	Oligo
DLG1	Oligo
DLG2	Oligo
DNAJC6	Oligo
DNM3	Oligo
DOCK10	Oligo
DOCK5	Oligo
DPYD	Oligo
DPYSL2	Oligo
DSCAML1	Oligo
DST	Oligo
DTNB	Oligo
EDIL3	Oligo
ELMO1	Oligo
ENPP2	Oligo
ERBB2IP	Oligo
FA2H	Oligo
FAF1	Oligo
FBXL7	Oligo
FHIT	Oligo
FMNL2	Oligo
FNBP1	Oligo
FRMD4B	Oligo
FRMD5	Oligo
FRYL	Oligo
FUT8	Oligo
GAB1	Oligo
GOLGA4	Oligo
GPM6B	Oligo
GPRC5B	Oligo
GRM3	Oligo
HECW2	Oligo
HIP1	Oligo
HIPK2	Oligo
HSP90AA1	Oligo
IL1RAPL1	Oligo
JAM3	Oligo
KCNH8	Oligo
KIF1B	Oligo
KIRREL3	Oligo
KLHL32	Oligo
KMT2E	Oligo
LINC00609	Oligo
LINC01608	Oligo
LMCD1-AS1	Oligo
MAG	Oligo
MAN2A1	Oligo
MAP4K4	Oligo
MAP4K5	Oligo
MAP7	Oligo
43160	Oligo
MBP	Oligo
MIR219A2	Oligo
MOBP	Oligo
MOG	Oligo
MYO1D	Oligo
MYO6	Oligo
NAALADL2	Oligo
NCAM2	Oligo
NCKAP5	Oligo
NEAT1	Oligo
NKAIN2	Oligo
NLK	Oligo
NPAS3	Oligo
PCDH9	Oligo
PCSK6	Oligo
PDE1A	Oligo
PDE1C	Oligo
PDE4B	Oligo
PDE8A	Oligo
PEX5L	Oligo
PHIP	Oligo
PHLPP1	Oligo
PIP4K2A	Oligo
PLCL1	Oligo
PLD1	Oligo
PLEKHH1	Oligo
PLP1	Oligo
PLXDC2	Oligo
PPP1R9A	Oligo
PPP2R2B	Oligo
PRRC2C	Oligo
PRUNE2	Oligo
PSEN1	Oligo
PTBP2	Oligo
PTGDS	Oligo
PTPRK	Oligo
PXK	Oligo
QDPR	Oligo
QKI	Oligo
RBM25	Oligo
RERE	Oligo
RNF130	Oligo
RNF220	Oligo
SCD	Oligo
SCD5	Oligo
SECISBP2L	Oligo
43350	Oligo
SGK1	Oligo
SH3D19	Oligo
SH3GL3	Oligo
SHROOM4	Oligo
SHTN1	Oligo
SIK3	Oligo
SLAIN1	Oligo
SLC22A15	Oligo
SLC24A2	Oligo
SLC44A1	Oligo
SLC5A11	Oligo
SLCO3A1	Oligo
SORT1	Oligo
SOX2-OT	Oligo
SPOCK3	Oligo
SRCIN1	Oligo
SRPK2	Oligo
ST18	Oligo
TBC1D5	Oligo
TCF12	Oligo
TF	Oligo
TJP1	Oligo
TMEFF2	Oligo
TMEM144	Oligo
TMEM165	Oligo
TMTC2	Oligo
TRIM2	Oligo
TSPAN5	Oligo
TTLL7	Oligo
UBE2E2	Oligo
UGT8	Oligo
UNC5C	Oligo
WDPCP	Oligo
ZBTB20	Oligo
ZDHHC20	Oligo
ZEB2	Oligo
ZFYVE16	Oligo
ZNF536	Oligo
ABHD2	OPC
AC004852.2	OPC
ADAMTS17	OPC
ADARB2	OPC
ADGRL3	OPC
AGAP1	OPC
AL353784.1	OPC
AL445250.1	OPC
ALCAM	OPC
APBB2	OPC
ASAP1	OPC
ASIC4	OPC
ASTN2	OPC
ATRNL1	OPC
BCAN	OPC
BCAS1	OPC
BRINP3	OPC
C10orf11	OPC
C1orf61	OPC
CA10	OPC
CASK	OPC
CDH20	OPC
CHD7	OPC
CHL1	OPC
CHST11	OPC
COBL	OPC
COL11A1	OPC
COL9A1	OPC
CSMD1	OPC
CSMD2	OPC
CSMD3	OPC
CTTNBP2	OPC
DCC	OPC
DGKG	OPC
DOCK10	OPC
DPP6	OPC
DSCAM	OPC
DSCAML1	OPC
EPN2	OPC
FCHSD2	OPC
FERMT1	OPC
FGF12	OPC
FHIT	OPC
GALNT13	OPC
GPC6	OPC
GPR17	OPC
GRID2	OPC
GRIK1	OPC
GRM7	OPC
HIP1	OPC
ITPR2	OPC
KAT2B	OPC
KAZN	OPC
KCND2	OPC
KCNMB2-AS1	OPC
KCNQ1OT1	OPC
KIF13A	OPC
KIF26B	OPC
KLF12	OPC
LHFPL3	OPC
LHFPL3-AS1	OPC
LINC00511	OPC
LINC01322	OPC
LRP1B	OPC
LRRC4C	OPC
LRRTM4	OPC
LSAMP	OPC
LUZP2	OPC
MAML2	OPC
43160	OPC
MDGA2	OPC
MEGF11	OPC
MMP16	OPC
MTSS1	OPC
NAALADL2	OPC
NAV1	OPC
NAV2	OPC
NCAM1	OPC
NCAM2	OPC
NCKAP5	OPC
NFIA	OPC
NKAIN3	OPC
NLGN1	OPC
NLGN4X	OPC
NOVA1	OPC
NOVA1-AS1	OPC
NPAS3	OPC
NRCAM	OPC
NRXN1	OPC
NTM	OPC
NXPH1	OPC
OLIG1	OPC
OPCML	OPC
OPHN1	OPC
PCDH15	OPC
PDE4B	OPC
PDGFRA	OPC
PDZD2	OPC
PDZRN4	OPC
PEAK1	OPC
PHLPP1	OPC
PID1	OPC
PLPPR1	OPC
PPP1R9A	OPC
PRKCA	OPC
PTPRZ1	OPC
